Album_id,Album,Track,Artist_Track,Number,Goated,Rating,Duration
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Raid,Madvillain,5,0,4.5,150520
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,America's Most Blunted,Madvillain,6,0,5.0,234040
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Sickfit,Madvillain,7,0,4.0,81880
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Rainbows,Madvillain,8,0,4.5,171840
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Curls,Madvillain,9,0,4.5,95506
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Do Not Fire!,Madvillain,10,0,4.0,52826
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Money Folder,Madvillain,11,0,5.0,182800
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Shadows of Tomorrow,Madvillain,12,0,5.0,156186
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Operation Lifesaver aka Mint Test,Madvillain,13,0,4.5,90133
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Figaro,Madvillain,14,0,4.5,145706
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Hardcore Hustle,Madvillain,15,0,4.0,81920
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Strange Ways,Madvillain,16,0,4.0,111666
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Fancy Clown,Madvillain,17,0,3.5,115826
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Eye,Madvillain,18,0,5.0,117773
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Supervillain Theme,Madvillain,19,0,5.0,52720
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,All Caps,Madvillain,20,0,5.0,130479
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Great Day,Madvillain,21,0,4.5,136920
19bQiwEKhXUBJWY6oV3KZk,Madvillainy,Rhinestone Cowboy,Madvillain,22,1,5.0,239826
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,Hold You Now (feat. Danielle Haim),Vampire Weekend,1,0,4.5,153786
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,Harmony Hall,Vampire Weekend,2,0,,308733
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,Bambina,Vampire Weekend,3,0,,102680
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,This Life,Vampire Weekend,4,0,,268600
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,Big Blue,Vampire Weekend,5,0,,108573
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,How Long?,Vampire Weekend,6,0,,212253
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,Unbearably White,Vampire Weekend,7,0,,280200
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,Rich Man,Vampire Weekend,8,0,,149986
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,Married in a Gold Rush (feat. Danielle Haim),Vampire Weekend,9,0,4.5,222373
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,My Mistake,Vampire Weekend,10,0,,198960
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,Sympathy,Vampire Weekend,11,0,,226733
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,Sunflower (feat. Steve Lacy),Vampire Weekend,12,0,5.0,137600
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,Flower Moon (feat. Steve Lacy),Vampire Weekend,13,0,5.0,237346
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,2021,Vampire Weekend,14,0,,98346
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,We Belong Together (feat. Danielle Haim),Vampire Weekend,15,0,,190733
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,Stranger,Vampire Weekend,16,0,,248946
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,Spring Snow,Vampire Weekend,17,0,,161466
1A3nVEWRJ8yvlPzawHI1pQ,Father of the Bride,"Jerusalem, New York, Berlin",Vampire Weekend,18,0,,174653
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,Memo Rex,Zoé,1,0,,226226
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,Vía Láctea,Zoé,2,0,,248133
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,Vinyl,Zoé,3,0,,279693
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,No Me Destruyas,Zoé,4,0,,227373
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,Corazón Atómico,Zoé,5,0,,234386
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,Mrs. Nitro,Zoé,6,0,,175026
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,Nunca,Zoé,7,0,,243680
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,The Room,Zoé,8,0,,321066
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,Paula,Zoé,9,0,,260160
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,Human Space Volt,Zoé,10,0,,229533
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,Triste Sister,Zoé,11,0,,224146
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,Side Effects,Zoé,12,0,,274440
1aHxOwnGJWLSB2KfiUPoZG,Memo Rex Commander y el Corazón Atómico de la Vía Láctea,Paz,Zoé,13,0,,292386
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,Acquiesce,Oasis,1,0,,264960
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,Underneath the Sky,Oasis,2,0,,201133
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,Talk Tonight,Oasis,3,0,,261106
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,Going Nowhere,Oasis,4,0,,279426
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,Fade Away,Oasis,5,0,,253040
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,The Swamp Song,Oasis,6,0,,259666
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,"I Am the Walrus - Live Glasgow Cathouse, June '94",Oasis,7,0,,385293
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,Listen Up,Oasis,8,0,,381133
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,Rockin' Chair,Oasis,9,0,,275840
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,Half the World Away,Oasis,10,0,,261799
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,(It's Good) To Be Free,Oasis,11,0,,258826
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,Stay Young,Oasis,12,0,,305373
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,Headshrinker,Oasis,13,0,,278293
1avl9iL9ZRN2O0Z1831cKw,The Masterplan,The Masterplan,Oasis,14,0,,322640
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),It Won't Be Long - Remastered 2009,The Beatles,1,0,4.5,133386
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),All I've Got To Do - Remastered 2009,The Beatles,2,0,4.0,122573
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),All My Loving - Remastered 2009,The Beatles,3,0,4.5,127853
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),Don't Bother Me - Remastered 2009,The Beatles,4,0,3.0,148253
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),Little Child - Remastered 2009,The Beatles,5,0,2.5,106400
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),Till There Was You - Remastered 2009,The Beatles,6,0,4.5,133506
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),Please Mister Postman - Remastered 2009,The Beatles,7,0,4.5,154160
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),Roll Over Beethoven - Remastered 2009,The Beatles,8,0,2.5,165466
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),Hold Me Tight - Remastered 2009,The Beatles,9,0,2.5,151906
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),You Really Got A Hold On Me - Remastered 2009,The Beatles,10,0,4.5,181346
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),I Wanna Be Your Man - Remastered 2009,The Beatles,11,0,2.5,119506
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),Devil In Her Heart - Remastered 2009,The Beatles,12,0,4.0,146213
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),Not A Second Time - Remastered 2009,The Beatles,13,0,2.5,126826
1aYdiJk6XKeHWGO3FzHHTr,With The Beatles (Remastered),Money (That's What I Want) - Remastered 2009,The Beatles,14,0,4.0,169506
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,Play Your Part (Pt. 1),Girl Talk,1,0,,284799
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,Shut The Club Down,Girl Talk,2,0,,186719
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,Still Here,Girl Talk,3,0,,237098
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,What It's All About,Girl Talk,4,0,,254705
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,Set It Off,Girl Talk,5,0,,221840
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,No Pause,Girl Talk,6,0,,192183
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,Like This,Girl Talk,7,0,,201096
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,Give Me A Beat,Girl Talk,8,0,,252211
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,Hands In The Air,Girl Talk,9,0,,260288
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,In Step,Girl Talk,10,0,,203281
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,Let Me See You,Girl Talk,11,0,,243808
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,Here's The Thing,Girl Talk,12,0,,285492
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,Don't Stop,Girl Talk,13,0,,178179
1B5Lwt0D1ZetRreaCBYobP,Feed the Animals,Play Your Part (Pt. 2),Girl Talk,14,0,,205199
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,Beetlebum,Blur,1,0,,305146
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,Song 2,Blur,2,0,,121880
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,There's No Other Way - Single Version,Blur,3,0,,193960
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,The Universal,Blur,4,0,,240120
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,Coffee & TV - Radio Edit,Blur,5,0,,318973
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,Parklife,Blur,6,0,,187040
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,End of a Century,Blur,7,0,,166933
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,No Distance Left to Run,Blur,8,0,,208266
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,Tender,Blur,9,0,,461946
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,Girls & Boys,Blur,10,0,,259385
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,Charmless Man,Blur,11,0,,213600
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,She's So High - Single Version,Blur,12,0,,230106
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,Country House,Blur,13,0,,237733
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,To the End,Blur,14,0,,231893
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,On Your Own,Blur,15,0,,267200
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,This Is a Low,Blur,16,0,,300693
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,For Tomorrow - Visit to Primrose Hill Extended,Blur,17,0,,361840
1bgkxe4t0HNeLn9rhrx79x,Blur: The Best Of,Music Is My Radar,Blur,18,0,,329093
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),Ode To My Family,The Cranberries,1,0,,271533
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),I Can't Be With You,The Cranberries,2,0,,187840
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),Twenty One,The Cranberries,3,0,,187849
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),Zombie,The Cranberries,4,0,,306440
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),Empty,The Cranberries,5,0,,206160
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),Everything I Said,The Cranberries,6,0,,232773
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),The Icicle Melts,The Cranberries,7,0,,174000
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),Disappointment,The Cranberries,8,0,,254733
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),Ridiculous Thoughts,The Cranberries,9,0,,271200
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),Dreaming My Dreams,The Cranberries,10,0,,217000
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),Yeats' Grave,The Cranberries,11,0,,179560
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),Daffodil Lament,The Cranberries,12,0,,374066
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),No Need To Argue,The Cranberries,13,0,,177240
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),Away,The Cranberries,14,0,,158733
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),I Don't Need,The Cranberries,15,0,,212293
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),(They Long To Be) Close To You,The Cranberries,16,0,,161666
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),So Cold In Ireland,The Cranberries,17,0,,285333
1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),Zombie - Camel's Hump Mix,The Cranberries,18,0,,474800
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,Intro,Ms. Lauryn Hill,1,0,,47293
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,Lost Ones,Ms. Lauryn Hill,2,0,,333906
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,Ex-Factor,Ms. Lauryn Hill,3,0,,326533
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,To Zion (feat. Carlos Santana),Ms. Lauryn Hill,4,0,,369293
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,Doo Wop (That Thing),Ms. Lauryn Hill,5,0,,320266
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,Superstar,Ms. Lauryn Hill,6,0,,297106
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,Final Hour,Ms. Lauryn Hill,7,0,,256000
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,When It Hurts so Bad,Ms. Lauryn Hill,8,0,,342200
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,I Used to Love Him (feat. Mary J. Blige),Ms. Lauryn Hill,9,0,,339866
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,Forgive Them Father,Ms. Lauryn Hill,10,0,,315293
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,"Every Ghetto, Every City",Ms. Lauryn Hill,11,0,,314706
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,Nothing Even Matters (feat. D'Angelo),Ms. Lauryn Hill,12,0,,350533
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,Everything Is Everything,Ms. Lauryn Hill,13,0,,293266
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,The Miseducation of Lauryn Hill,Ms. Lauryn Hill,14,0,,235466
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,Can't Take My Eyes Off of You - (I Love You Baby),Ms. Lauryn Hill,15,0,,221466
1BZoqf8Zje5nGdwZhOjAtD,The Miseducation of Lauryn Hill,Tell Him,Ms. Lauryn Hill,16,0,,280760
1c7eigkoEcDAKKhkajY3Br,Any Other City,PS Exclusive,Life Without Buildings,1,0,,256360
1c7eigkoEcDAKKhkajY3Br,Any Other City,Let's Get Out,Life Without Buildings,2,0,,237133
1c7eigkoEcDAKKhkajY3Br,Any Other City,Juno,Life Without Buildings,3,0,,307666
1c7eigkoEcDAKKhkajY3Br,Any Other City,The Leanover,Life Without Buildings,4,0,,323973
1c7eigkoEcDAKKhkajY3Br,Any Other City,Young Offenders,Life Without Buildings,5,0,,189933
1c7eigkoEcDAKKhkajY3Br,Any Other City,Philip,Life Without Buildings,6,0,,149600
1c7eigkoEcDAKKhkajY3Br,Any Other City,Envoys,Life Without Buildings,7,0,,248733
1c7eigkoEcDAKKhkajY3Br,Any Other City,14 Days,Life Without Buildings,8,0,,191826
1c7eigkoEcDAKKhkajY3Br,Any Other City,New Town,Life Without Buildings,9,0,,353200
1c7eigkoEcDAKKhkajY3Br,Any Other City,Sorrow,Life Without Buildings,10,0,,413506
1cCAb1vN8uUsdfEylVmTLs,The Infamous,The Start of Your Ending (41st Side),Mobb Deep,1,0,,264333
1cCAb1vN8uUsdfEylVmTLs,The Infamous,(The Infamous Prelude),Mobb Deep,2,0,,132626
1cCAb1vN8uUsdfEylVmTLs,The Infamous,Survival of the Fittest,Mobb Deep,3,0,,224533
1cCAb1vN8uUsdfEylVmTLs,The Infamous,Eye for a Eye (Your Beef Is Mines) (feat. Nas & Raekwon),Mobb Deep,4,0,,288306
1cCAb1vN8uUsdfEylVmTLs,The Infamous,(Just Step Prelude),Mobb Deep,5,0,,66333
1cCAb1vN8uUsdfEylVmTLs,The Infamous,Give Up the Goods (Just Step) (feat. Big Noyd),Mobb Deep,6,0,,243133
1cCAb1vN8uUsdfEylVmTLs,The Infamous,Temperature's Rising (feat. Crystal Johnson),Mobb Deep,7,0,,300200
1cCAb1vN8uUsdfEylVmTLs,The Infamous,Up North Trip,Mobb Deep,8,0,,298000
1cCAb1vN8uUsdfEylVmTLs,The Infamous,Trife Life,Mobb Deep,9,0,,320160
1cCAb1vN8uUsdfEylVmTLs,The Infamous,Q.U. - Hectic,Mobb Deep,10,0,,286506
1cCAb1vN8uUsdfEylVmTLs,The Infamous,"Right Back at You (feat. Ghostface Killah, Raekwon & Big Noyd)",Mobb Deep,11,0,,293066
1cCAb1vN8uUsdfEylVmTLs,The Infamous,(The Grave Prelude),Mobb Deep,12,0,,50160
1cCAb1vN8uUsdfEylVmTLs,The Infamous,Cradle to the Grave,Mobb Deep,13,0,,297000
1cCAb1vN8uUsdfEylVmTLs,The Infamous,Drink Away the Pain (Situations) (feat. Q-Tip),Mobb Deep,14,0,,285866
1cCAb1vN8uUsdfEylVmTLs,The Infamous,"Shook Ones, Pt. II",Mobb Deep,15,0,,325506
1cCAb1vN8uUsdfEylVmTLs,The Infamous,Party Over (feat. Big Noyd),Mobb Deep,16,0,,341160
1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,Life in Technicolor,Coldplay,1,0,,149133
1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,Cemeteries of London,Coldplay,2,0,,201106
1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,Lost!,Coldplay,3,0,,236213
1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,42,Coldplay,4,0,,237400
1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,Lovers in Japan,Coldplay,5,0,,411013
1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,Yes,Coldplay,6,0,,426653
1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,Viva La Vida,Coldplay,7,0,,242373
1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,Violet Hill,Coldplay,8,0,,222653
1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,Strawberry Swing,Coldplay,9,0,,249666
1CEODgTmTwLyabvwd7HBty,Viva La Vida or Death and All His Friends,Death and All His Friends,Coldplay,10,0,,378853
1cUp1HbKtGF7CiSl962vH5,The Man Who,Writing To Reach You,Travis,1,0,,221760
1cUp1HbKtGF7CiSl962vH5,The Man Who,The Fear,Travis,2,0,,252573
1cUp1HbKtGF7CiSl962vH5,The Man Who,As You Are,Travis,3,0,,254266
1cUp1HbKtGF7CiSl962vH5,The Man Who,Driftwood,Travis,4,0,,213666
1cUp1HbKtGF7CiSl962vH5,The Man Who,The Last Laugh Of The Laughter,Travis,5,0,,260266
1cUp1HbKtGF7CiSl962vH5,The Man Who,Turn,Travis,6,0,,264226
1cUp1HbKtGF7CiSl962vH5,The Man Who,Why Does It Always Rain On Me?,Travis,7,0,,265000
1cUp1HbKtGF7CiSl962vH5,The Man Who,Luv,Travis,8,0,,295240
1cUp1HbKtGF7CiSl962vH5,The Man Who,She's So Strange,Travis,9,0,,195466
1cUp1HbKtGF7CiSl962vH5,The Man Who,Slide Show,Travis,10,0,,631026
1D5rJguejtaG3KTREQVd3I,Southpaw Grammar,The Teachers Are Afraid of the Pupils,Morrissey,1,0,,680426
1D5rJguejtaG3KTREQVd3I,Southpaw Grammar,Reader Meet Author,Morrissey,2,0,,223200
1D5rJguejtaG3KTREQVd3I,Southpaw Grammar,The Boy Racer,Morrissey,3,0,,286040
1D5rJguejtaG3KTREQVd3I,Southpaw Grammar,The Operation,Morrissey,4,0,,413133
1D5rJguejtaG3KTREQVd3I,Southpaw Grammar,Dagenham Dave,Morrissey,5,0,,196826
1D5rJguejtaG3KTREQVd3I,Southpaw Grammar,Do Your Best And Don't Worry,Morrissey,6,0,,247800
1D5rJguejtaG3KTREQVd3I,Southpaw Grammar,Best Friend On the Payroll,Morrissey,7,0,,223266
1D5rJguejtaG3KTREQVd3I,Southpaw Grammar,Southpaw,Morrissey,8,0,,601400
1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,New Born,Muse,1,0,5.0,363266
1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,Bliss,Muse,2,0,4.0,251146
1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,Space Dementia,Muse,3,0,5.0,380760
1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,Hyper Music,Muse,4,0,4.0,201506
1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,Plug in Baby,Muse,5,0,5.0,218000
1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,Citizen Erased,Muse,6,0,4.5,441093
1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,Micro Cuts,Muse,7,0,4.0,218640
1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,Screenager,Muse,8,0,3.5,260000
1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,Darkshines,Muse,9,0,4.5,286693
1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,Feeling Good,Muse,10,0,3.5,198800
1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,Megalomania,Muse,11,0,3.5,279906
1Dh27pjT3IEdiRG9Se5uQn,Origin of Symmetry,Futurism,Muse,12,0,3.0,206750
1DMMv1Kmoli3Y9fVEZDUVC,Ágætis byrjun,Intro,Sigur Rós,1,0,,96240
1DMMv1Kmoli3Y9fVEZDUVC,Ágætis byrjun,Svefn-g-englar,Sigur Rós,2,0,,606850
1DMMv1Kmoli3Y9fVEZDUVC,Ágætis byrjun,Starálfur,Sigur Rós,3,0,,406573
1DMMv1Kmoli3Y9fVEZDUVC,Ágætis byrjun,Flugufrelsarinn,Sigur Rós,4,0,,467933
1DMMv1Kmoli3Y9fVEZDUVC,Ágætis byrjun,Ný batterí,Sigur Rós,5,0,,490706
1DMMv1Kmoli3Y9fVEZDUVC,Ágætis byrjun,Hjartað hamast (bamm bamm bamm),Sigur Rós,6,0,,430200
1DMMv1Kmoli3Y9fVEZDUVC,Ágætis byrjun,Viðrar vel til loftárása,Sigur Rós,7,0,,617746
1DMMv1Kmoli3Y9fVEZDUVC,Ágætis byrjun,Olsen olsen,Sigur Rós,8,0,,482946
1DMMv1Kmoli3Y9fVEZDUVC,Ágætis byrjun,Ágætis byrjun,Sigur Rós,9,0,,475906
1DMMv1Kmoli3Y9fVEZDUVC,Ágætis byrjun,Avalon,Sigur Rós,10,0,,242400
1dQADTXF672pzeJPcRwjbs,Vaya,Rascuache,At the Drive-In,1,0,,201066
1dQADTXF672pzeJPcRwjbs,Vaya,Proxima Centauri,At the Drive-In,2,0,,165960
1dQADTXF672pzeJPcRwjbs,Vaya,Ursa Minor,At the Drive-In,3,0,,202813
1dQADTXF672pzeJPcRwjbs,Vaya,Helitrope,At the Drive-In,4,0,,192333
1dQADTXF672pzeJPcRwjbs,Vaya,Metronome Arthritis,At the Drive-In,5,0,,240920
1dQADTXF672pzeJPcRwjbs,Vaya,300 Mhz,At the Drive-In,6,0,,182973
1dQADTXF672pzeJPcRwjbs,Vaya,198d,At the Drive-In,7,0,,244093
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Pray For Rain,Massive Attack,1,0,,403533
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Babel,Massive Attack,2,0,,319692
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Splitting The Atom,Massive Attack,3,0,,316627
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Girl I Love You,Massive Attack,4,0,,326680
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Psyche,Massive Attack,5,0,,204800
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Flat Of The Blade,Massive Attack,6,0,,330324
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Paradise Circus,Massive Attack,7,0,,297774
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Rush Minute,Massive Attack,8,0,,290962
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Saturday Come Slow,Massive Attack,9,0,,223766
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Atlas Air,Massive Attack,10,0,,471528
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Paradise Circus,Massive Attack,11,0,,487574
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Fatalism,Massive Attack,12,0,,294120
1F8y2bg9V9nRoy8zuxo3Jt,Heligoland,Girl I Love You,Massive Attack,13,0,,300513
